time,zmp_x,zmp_y,zmp_z,cmp_x,cmp_y,cmp_z,cp_x,cp_y,cp_z
0.336,-0.10730725621246535,0.008844445573090456,0.0,-0.6006549859506021,0.024777276033827112,0.0,-0.0031680769508297415,0.0008602721499577919,0.0
0.357,-0.1423767048682618,0.010136586329791471,0.0,-0.5867115881205701,0.02412736682448613,0.0,-0.003168976642121786,0.0008602869441500583,0.0
0.377,-0.14257463978845134,0.0073009768109612355,0.0,-0.5868305484631742,0.021193252041645332,0.0,-0.003169786049948925,0.0008603002871326043,0.0
0.397,-0.19950772757755028,0.0036517987155237834,0.0,-0.6359523679534196,0.016310259906741988,0.0,-0.003170554937094272,0.0008603129398589143,0.0
0.418,-0.19965496081694414,0.005383245770200928,0.0,-0.6365817102545414,0.018753263426470285,0.0,-0.0031713236933334546,0.0008603255216089465,0.0
0.438,-0.19965178293915925,0.007068409923665642,0.0,-0.6368660989031807,0.01965244806054129,0.0,-0.0031720227070628263,0.0008603368699043823,0.0
0.458,-0.1424754687537731,0.01238524003869271,0.0,-0.5855133372978336,0.02357822951933318,0.0,-0.0031726918109434483,0.0008603476327908229,0.0
0.47800000000000004,-0.14257105870627898,0.0078100971742531885,0.0,-0.5879479136630527,0.020428463652037748,0.0,-0.003173332473179437,0.0008603578417668939,0.0
0.499,-0.10357025185374193,0.0036059540260535393,0.0,-0.5558845154889572,0.017996145446767642,0.0,-0.0031739754266556044,0.0008603679979680648,0.0
0.519,0.026855066132779697,0.004701400092923274,0.0,-0.4407314581617907,0.01780277895767237,0.0,-0.003174559822726452,0.0008603771639699757,0.0
0.539,0.0322331089272906,0.029398086769627536,0.0,-0.43606703802274394,0.04563104617893862,0.0,-0.003175117141044633,0.0008603858633196374,0.0
0.559,0.0446415157296222,0.008228640221963159,0.0,-0.4253813049917901,0.023379789682866834,0.0,-0.0031756475606439815,0.000860394121571262,0.0
0.58,0.05986516840270382,0.005834922842717082,0.0,-0.41221246142880796,0.019789544262474416,0.0,-0.0031761758990760673,0.0008604023442523552,0.0
0.6,0.06006707566710456,0.004884318878918745,0.0,-0.41224579592575494,0.018660308867344596,0.0,-0.003176652395374285,0.0008604097716481248,0.0
0.62,0.05569960821342009,0.006009342433954097,0.0,-0.415983024758744,0.02022377968507396,0.0,-0.0031771036484565408,0.000860416826490588,0.0
0.64,0.04328687691524467,-0.0011037099848582419,0.0,-0.4265487825725128,0.026565645438473784,0.0,-0.0031775306580265703,0.0008604235283746974,0.0
0.66,0.027972780191820132,0.008370295334672997,0.0,-0.43947453663860275,0.02260565967790616,0.0,-0.0031779345968153557,0.0008604298956336819,0.0
0.68,0.026863319081883916,0.006398812990587381,0.0,-0.4396851743367899,0.018895411264877593,0.0,-0.0031783167471750398,0.0008604359454508996,0.0
0.7000000000000001,-0.1032485037705117,0.010894493692680139,0.0,-0.5527107982394619,0.022318707560072214,0.0,-0.0031786784336109574,0.0008604416939705829,0.0
0.721,-0.14242524952459093,0.006155947571151992,0.0,-0.5870990132327673,0.020548703890100186,0.0,-0.0031790376067369276,0.0008604474222735747,0.0
0.741,-0.14256122546621697,0.004528592192428665,0.0,-0.5870432392436328,0.018541605707678082,0.0,-0.00317936134376713,0.0008604525997541946,0.0
0.761,-0.19942149018793406,0.002332566902365545,0.0,-0.6358912856493546,0.012426351533477887,0.0,-0.003179668339986535,0.0008604575197639814,0.0
0.781,-0.19956171007173915,0.005254576715619347,0.0,-0.6369036712559419,0.017943111429325052,0.0,-0.003179959596746285,0.000860462195157445,0.0
0.801,-0.1427112975183294,0.00871417395408548,0.0,-0.587726095688515,0.022571553906486252,0.0,-0.003180235989503916,0.0008604666381336987,0.0
0.8210000000000001,-0.14258339681078444,0.008663514941551268,0.0,-0.5874274391972677,0.021896969633227462,0.0,-0.003180498276859694,0.0008604708602733706,0.0
0.842,-0.1425189883975078,0.007526837733209315,0.0,-0.5882981285679078,0.02137075287701158,0.0,-0.003180759217416663,0.0008604750678628833,0.0
0.862,-0.10347760239952696,0.0064424356784173985,0.0,-0.5553924482367579,0.02014532310591418,0.0,-0.0031809945629531627,0.0008604788710281567,0.0
0.882,0.026850754091099813,0.007977154803256692,0.0,-0.4403190164514108,0.019822202918091707,0.0,-0.0031812175917615253,0.0008604824851303326,0.0
0.902,0.031596929610935985,0.02809578538475885,0.0,-0.4365137533216416,0.0425284543843591,0.0,-0.0031814287908625482,0.0008604859194954769,0.0
0.922,0.04005675401452363,0.0060681722715793225,0.0,-0.4291896018345835,0.021005340999719988,0.0,-0.0031816286286246546,0.0008604891829445612,0.0
0.9420000000000001,0.04225717746739338,0.001620683868738455,0.0,-0.42749349912995227,0.01703345875179051,0.0,-0.0031818175663618805,0.0008604922838152113,0.0
0.963,0.04089145148980233,0.0033023147104708785,0.0,-0.42828696830176993,0.01840392654122664,0.0,-0.003182004724278783,0.0008604953733681786,0.0
0.983,0.03653284981122115,0.0068565313798626985,0.0,-0.4325071576753999,0.02155592849640386,0.0,-0.003182172760381027,0.0008604981651055726,0.0
1.0030000000000001,0.0292332439972853,0.008954710166644059,0.0,-0.43851660220519956,0.022514623553451723,0.0,-0.003182331307621348,0.0008605008169605178,0.0
1.0230000000000001,0.026852519440846594,0.006406814747185879,0.0,-0.43996768422580307,0.018897469506367004,0.0,-0.0031824808271318688,0.0008605033355652834,0.0
1.044,-0.02603072885121842,0.059205404927311064,0.0,-0.50512689325878,0.08465913300970988,0.0,-0.0031826286026110455,0.000860505843552367,0.0
1.064,-0.10340950311962566,0.006591377893874519,0.0,-0.5534356160877948,0.02067640010551519,0.0,-0.00318276101924784,0.0008605081082519328,0.0
1.084,-0.1424988935584395,0.003420839280026598,0.0,-0.5874806152425166,0.017826847343799294,0.0,-0.0031828857470761543,0.0008605102578304928,0.0
1.104,-0.1425624993014275,0.004531127069182348,0.0,-0.587250553178384,0.01836373189287482,0.0,-0.0031830031883177123,0.0008605122976207556,0.0
1.124,-0.14258910526704302,0.007351999258211971,0.0,-0.587085155957717,0.021112472907521006,0.0,-0.0031831137225527707,0.0008605142326867199,0.0
1.1440000000000001,-0.14259021138623923,0.008949296890093189,0.0,-0.5871828883525879,0.0226955227415938,0.0,-0.0031832177060620503,0.0008605160678404049,0.0
1.165,-0.1425648343203252,0.008597284187519903,0.0,-0.5875901418077599,0.022359224532789775,0.0,-0.0031833202031621016,0.000860517892223833,0.0
1.185,-0.14251878898232184,0.007425404858883671,0.0,-0.5882915761564648,0.021229072865920292,0.0,-0.0031834117770601447,0.0008605195366148396,0.0
1.205,-0.10350312219415206,0.006471337017139293,0.0,-0.5553768277405653,0.020244953807944166,0.0,-0.0031834977531283804,0.0008605210943603973,0.0
1.225,0.026852673475859175,0.005925282627155642,0.0,-0.44037634556453387,0.018711148847010285,0.0,-0.0031835784066737297,0.000860522569389335,0.0
1.245,0.026836555859830052,0.01126632171554637,0.0,-0.4402558829007893,0.021668295407233654,0.0,-0.0031836539985723453,0.0008605239654404081,0.0
1.2650000000000001,0.03111043282502852,0.024718254989458475,0.0,-0.43701014051266585,0.03933863900358091,0.0,-0.003183724777379203,0.0008605252860721397,0.0
1.286,0.035331594020796525,0.0010484900271349657,0.0,-0.43322930972939633,0.01593677353397551,0.0,-0.003183794175296291,0.0008605265952696583,0.0
1.306,0.03383325751616108,-0.00025711146408790545,0.0,-0.43456173515412255,0.0145065099557654,0.0,-0.0031838558211027793,0.000860527771704567,0.0
1.326,0.02883751720352922,0.007150783071256279,0.0,-0.4390338826655279,0.023110266922474268,0.0,-0.003183913351610137,0.0008605288825547619,0.0
1.346,0.026844463337908957,0.00655863841742176,0.0,-0.44016218514700073,0.018912153502836912,0.0,-0.0031839669788403654,0.0008605299307402365,0.0
1.366,0.026860412035281552,0.012148955435623512,0.0,-0.4394715742752453,0.022465651321765014,0.0,-0.0031840169071174758,0.0008605309190444244,0.0
1.3860000000000001,-0.10326568858477223,0.010167874203381262,0.0,-0.5529727318170645,0.02032402871102158,0.0,-0.0031840633330551043,0.0008605318501219771,0.0
1.4060000000000001,-0.14232166437025975,0.0013356711017612315,0.0,-0.5866773918076185,0.015802181304375145,0.0,-0.0031841064454425326,0.0008605327265060513,0.0
1.427,-0.14251317252971193,0.00068268606104987,0.0,-0.5876379766054343,0.014796257062534847,0.0,-0.0031841483449952476,0.0008605335904903189,0.0
1.447,-0.1425560038848755,0.005503008736383178,0.0,-0.5876014249763187,0.019251872310864532,0.0,-0.0031841852211275112,0.0008605343621955544,0.0
1.467,-0.14256718782867792,0.009687319822836292,0.0,-0.5877328473083451,0.023384615587260203,0.0,-0.003184219310092676,0.0008605350862524452,0.0
1.487,-0.14254755640401953,0.010335446947295384,0.0,-0.5881083667191491,0.024030465397373055,0.0,-0.0031842507682868517,0.0008605357647681485,0.0
1.5070000000000001,-0.14250171065769188,0.008463645164396051,0.0,-0.5887641803326352,0.022219360152650962,0.0,-0.0031842797443745784,0.0008605363997586945,0.0
1.5270000000000001,-0.10350888752501844,0.004868807881371342,0.0,-0.5558433441663767,0.018224994438548827,0.0,-0.003184306379586184,0.0008605369931537554,0.0
1.548,0.026845917168747256,0.0073352557281379715,0.0,-0.4399520157318389,0.01940856435652097,0.0,-0.003184331973892402,0.0008605375734722718,0.0
1.568,0.026829077135646896,0.011838755546723489,0.0,-0.44013814401464,0.02200639302183409,0.0,-0.0031843542224243276,0.0008605380872884221,0.0
1.588,0.029062350376781305,0.024309669542741413,0.0,-0.4383528136250759,0.036206030926226096,0.0,-0.0031843745188495616,0.0008605385649061524,0.0
1.608,0.02771005236147093,0.01028984673395978,0.0,-0.4396081172075927,0.02297872356752669,0.0,-0.0031843929782404464,0.0008605390079479429,0.0
1.6280000000000001,0.02683703283501315,0.0005795933825297314,0.0,-0.4402402213620563,0.015172517687097925,0.0,-0.0031844097101877537,0.0008605394179695705,0.0
1.6480000000000001,0.026847167574121478,0.0013013664326631603,0.0,-0.43982468876096953,0.01564073664777143,0.0,-0.00318442481912545,0.0008605397964633703,0.0
1.669,0.0268615490603256,0.005892342151813746,0.0,-0.4391759587242634,0.018505320973080063,0.0,-0.0031844390456160073,0.0008605401615159129,0.0
1.689,-0.1033766403441905,0.012183007782117101,0.0,-0.5536116911941599,0.025982616922124835,0.0,-0.0031844511335497564,0.0008605404797909952,0.0
1.709,-0.14234721397579542,0.007285353817457129,0.0,-0.5869680410387562,0.021169329562353015,0.0,-0.0031844618878329686,0.0008605407707284483,0.0
1.729,-0.14251209017988017,0.005411750185245926,0.0,-0.5879786131265216,0.019474867352219778,0.0,-0.0031844713944570975,0.0008605410355929174,0.0
1.749,-0.14253309828665855,0.005680593954467531,0.0,-0.588050334332923,0.01953892125243781,0.0,-0.00318447973529299,0.0008605412755994117,0.0
1.7690000000000001,-0.1425257888015315,0.007075877080095689,0.0,-0.588317668177692,0.020920040609307865,0.0,-0.003184486988223349,0.0008605414919155213,0.0
1.7890000000000001,-0.10359823251065131,0.009580027294708837,0.0,-0.5556156066540603,0.024608499484301577,0.0,-0.0031844932272692464,0.0008605416856636466,0.0
1.81,-0.10348838995768075,0.007646688454686979,0.0,-0.5555296780472736,0.021305154721648675,0.0,-0.003184498763930044,0.0008605418659906638,0.0
1.83,0.0268446934930907,0.007901183864296812,0.0,-0.4398667487560823,0.019769637690760337,0.0,-0.0031845031402977495,0.000860542016803099,0.0
1.85,0.026834409035390673,0.0119736539486629,0.0,-0.4398928233997539,0.022186778750835683,0.0,-0.003184506706020832,0.0008605421482120535,0.0
1.87,0.0268296437911632,0.014826450030694275,0.0,-0.44005963216919436,0.024117141769236284,0.0,-0.0031845095208037203,0.0008605422611763227,0.0
1.8900000000000001,0.026832289073463248,0.015280114432029441,0.0,-0.44001936489096843,0.02449975938245042,0.0,-0.0031845116411611325,0.0008605423566185778,0.0
1.9100000000000001,0.026841055347939766,0.013535636809311984,0.0,-0.43972807718577817,0.023377217474542716,0.0,-0.0031845131205591867,0.0008605424354268571,0.0
1.931,0.02685720628214567,0.01071026865855054,0.0,-0.4391614967939419,0.02153677221378765,0.0,-0.0031845140393755873,0.0008605425012081108,0.0
1.951,-0.10334013498374194,-0.0018271596876090353,0.0,-0.5536314433730148,0.010490830290374927,0.0,-0.0031845143598302535,0.0008605425485541481,0.0
1.971,-0.10344250561757762,-0.0023626893489722806,0.0,-0.5537861313357543,0.012228824829427323,0.0,-0.0031845141850021137,0.0008605425817749218,0.0
1.991,-0.14246881182246143,0.006089971813633601,0.0,-0.5880312790964526,0.020030587947302024,0.0,-0.0031845135573965516,0.000860542601631679,0.0
2.011,-0.14252058811569285,0.010001654606908146,0.0,-0.5885269640036489,0.023748224949806697,0.0,-0.003184512517126603,0.0008605426088573488,0.0
2.031,-0.1036006591795206,0.011133934085290082,0.0,-0.5556402869959441,0.025169175562018836,0.0,-0.0031845111020232715,0.0008605426041576146,0.0
2.051,-0.10345569383722833,0.007295700019764029,0.0,-0.5547275566144333,0.020925448894090447,0.0,-0.0031845093477392296,0.0008605425882118966,0.0
2.071,0.026843963592294354,0.005452504744624988,0.0,-0.44025281827896967,0.018656148600933613,0.0,-0.0031845072878459767,0.0008605425616743013,0.0
2.091,0.026840503212168274,0.009695810980974622,0.0,-0.4396240367658003,0.02080230237582431,0.0,-0.0031845049539258,0.0008605425251745188,0.0
2.111,0.026833722973489772,0.013664701227191866,0.0,-0.43968455272025475,0.023248124137044246,0.0,-0.003184502375658893,0.0008605424793187253,0.0
2.1310000000000002,0.02683667935600868,0.015707117116916993,0.0,-0.43961811690737546,0.024682927863829703,0.0,-0.003184499580906896,0.00086054242469035,0.0
2.1510000000000002,0.026847080628007898,0.015124948338445224,0.0,-0.43930772639468385,0.024388643883726576,0.0,-0.0031844965957931034,0.0008605423618509324,0.0
2.1710000000000003,-0.10224962284638,0.0006215048462326031,0.0,-0.5411960634399696,0.015217460645751347,0.0,-0.0031844934447803393,0.0008605422913407557,0.0
2.192,-0.10342430156975349,-0.00695749965901986,0.0,-0.554035881427614,0.00799918985428603,0.0,-0.0031844899826797904,0.0008605422096178985,0.0
2.212,-0.10345200360684403,0.0008694859830381685,0.0,-0.5540009523926253,0.014945960784610999,0.0,-0.003184486561442491,0.0008605421249860351,0.0
2.232,-0.10347490969637628,0.01076808497533724,0.0,-0.5540905080464607,0.02448767321709599,0.0,-0.0031844830394355595,0.0008605420342075705,0.0
2.2520000000000002,-0.10347444923265674,0.01249129825410166,0.0,-0.5542371822205633,0.02620019208352168,0.0,-0.0031844794351472334,0.0008605419377438243,0.0
2.2720000000000002,-0.10345426792265086,0.008699269114994156,0.0,-0.5544901508788166,0.022536736986899116,0.0,-0.003184475765765576,0.000860541836038197,0.0
2.2920000000000003,0.0035655730151488646,0.0038177803698881546,0.0,-0.4501799078847341,-0.0016826134856142046,0.0,-0.0031844720472431957,0.0008605417295166488,0.0
2.313,0.02684453069175978,0.00745126456232472,0.0,-0.43931025929242107,0.01947006233904998,0.0,-0.0031844681060635817,0.0008605416129333615,0.0
2.333,0.026836827792663945,0.011917605346246984,0.0,-0.4393554666411112,0.02211456276563067,0.0,-0.0031844643317915154,0.0008605414978003713,0.0
2.353,0.026840205064836545,0.015103880326081379,0.0,-0.4392402532707271,0.02426179194271893,0.0,-0.003184460550041613,0.0008605413790488031,0.0
2.373,-0.07606652569004002,-0.005362786383067279,0.0,-0.5428092543251057,-0.00862181751358603,0.0,-0.003184456772377277,0.0008605412570394491,0.0
2.3930000000000002,-0.1034302245735482,-0.006468146731208901,0.0,-0.5546042749341047,0.007729931650464308,0.0,-0.003184453009417225,0.0008605411321182431,0.0
2.4130000000000003,-0.10344323944196566,-0.00010003333251001423,0.0,-0.5543761145397372,0.014266496283568152,0.0,-0.003184449270885755,0.0008605410046166938,0.0
2.434,-0.10345730029190757,0.010004669085016765,0.0,-0.5545388925955502,0.02381361248920502,0.0,-0.0031844453814220087,0.0008605408683101353,0.0
2.454,-0.10345331731989614,0.01226778903563036,0.0,-0.5548057783849097,0.026071984588557376,0.0,-0.0031844417198485368,0.0008605407364964592,0.0
2.474,0.015699129357172884,0.007553577034645842,0.0,-0.45155101643456297,0.018943979074505162,0.0,-0.0031844381073271445,0.0008605406030285965,0.0
2.494,0.020668155358479278,0.00921768891451043,0.0,-0.44686774258323314,0.024495106860424755,0.0,-0.0031844345504300634,0.0008605404681837613,0.0
2.5140000000000002,0.005305521862318378,0.019426493689984364,0.0,-0.45859135469255813,0.03618824504037986,0.0,-0.0031844310550575776,0.000860540332226687,0.0
2.5340000000000003,-0.06250500898418096,-0.0031278978648827628,0.0,-0.5179617776221058,0.01224754224977777,0.0,-0.003184427626476781,0.0008605401954100948,0.0
2.5540000000000003,-0.08805107417798436,0.01087380298201978,0.0,-0.5406195463481777,0.025563345155161496,0.0,-0.0031844242693586,0.0008605400579749491,0.0
2.575,-0.0825192969124737,0.011393425075271704,0.0,-0.535775769818412,0.02594761404171863,0.0,-0.003184420825786456,0.0008605399132533807,0.0
2.595,-0.059707729540198526,0.006684754888653156,0.0,-0.51570873868695,0.021430647132247755,0.0,-0.0031844176274412298,0.0008605397752558654,0.0
2.615,-0.037352742082785224,0.005324325673772463,0.0,-0.49610477236443484,0.0199568806603573,0.0,-0.0031844145114852656,0.0008605396373058507,0.0
2.6350000000000002,-0.027514704206460086,0.00619830199585773,0.0,-0.4875235125050636,0.020668588234200005,0.0,-0.0031844114805238922,0.0008605394996002519,0.0
2.6550000000000002,-0.03034131008944375,0.007212755904943978,0.0,-0.4900558021171864,0.02161540364240111,0.0,-0.003184408536731334,0.0008605393623258433,0.0
2.6750000000000003,-0.04161701938134439,0.0069167326360198185,0.0,-0.4999184923678373,0.02144748432929888,0.0,-0.0031844056818792067,0.0008605392256596541,0.0
2.696,-0.05313845787696573,0.006609727931203082,0.0,-0.5100038843292003,0.021346139913083515,0.0,-0.0031844027815294725,0.0008605390829978933,0.0
2.716,-0.057871383336717985,0.0067628288471873015,0.0,-0.5141435829399508,0.021525578133561762,0.0,-0.0031844001129880542,0.0008605389480920913,0.0
2.736,-0.055622686658141816,0.006900103129101024,0.0,-0.5121638466759196,0.021602579321354638,0.0,-0.0031843975365799665,0.0008605388142768521,0.0
2.7560000000000002,-0.049661461556443694,0.006772540498629833,0.0,-0.5069344992522237,0.021416487144806675,0.0,-0.0031843950527114732,0.00086053868169244,0.0
2.7760000000000002,-0.04428907115073278,0.006626846962986715,0.0,-0.5022261454840452,0.02123722335752981,0.0,-0.003184392661511057,0.0008605385504706723,0.0
2.7960000000000003,-0.04215625341205663,0.006660800571409311,0.0,-0.5003676199121859,0.021239210184046297,0.0,-0.003184390362850617,0.0008605384207352708,0.0
2.817,-0.043533085124776515,0.006710937140756934,0.0,-0.5015804788362439,0.021305224537348278,0.0,-0.003184388048451454,0.0008605382862394258,0.0
2.837,-0.046526829362974996,0.00670732969627717,0.0,-0.5042030248646673,0.021366824154703607,0.0,-0.0031843859381209794,0.000860538159904841,0.0
2.857,-0.04908078098074494,0.0067141592092524365,0.0,-0.5064398556776144,0.021407265393273756,0.0,-0.003184383918559426,0.0008605380353862731,0.0
2.8770000000000002,-0.049981487383988374,0.006727200593083828,0.0,-0.5072296296215951,0.02140944334718993,0.0,-0.0031843819887954045,0.0008605379127770402,0.0
2.8970000000000002,-0.049238105200006904,0.006723660117707636,0.0,-0.5065729882958976,0.021405025138788357,0.0,-0.0031843801476928485,0.0008605377921635407,0.0
2.9170000000000003,-0.04774054577419435,0.006714088299876741,0.0,-0.505259726017836,0.02137861083810985,0.0,-0.003184378393966373,0.0008605376736254528,0.0
2.9370000000000003,-0.04650266070544177,0.006706006881148159,0.0,-0.5041757727661649,0.02135567754622972,0.0,-0.003184376726195957,0.0008605375572360414,0.0
2.958,-0.046094094306652914,0.006697129130029809,0.0,-0.5038177402002533,0.0213573177206856,0.0,-0.0031843750658596625,0.000860537437412893,0.0
2.978,-0.046521997806119195,0.006708271474373373,0.0,-0.5041984491527274,0.02134928666867756,0.0,-0.0031843735693641018,0.0008605373256311503,0.0
2.998,-0.047269016168725475,0.006713294380471341,0.0,-0.504853504483065,0.021363520607302015,0.0,-0.003184372153801281,0.0008605372161838474,0.0
3.0180000000000002,-0.04785102656126115,0.006716792010395426,0.0,-0.5053602849446313,0.021380627889834965,0.0,-0.003184370817339197,0.0008605371091202727,0.0
3.0380000000000003,-0.0480119435538505,0.006717028436824287,0.0,-0.5055008485100784,0.02138448675812569,0.0,-0.003184369558073391,0.0008605370044843245,0.0
3.0580000000000003,-0.047792333985582525,0.006715434423401384,0.0,-0.5053077356887316,0.021380540654970765,0.0,-0.003184368374037215,0.0008605369023146799,0.0
3.079,-0.04739749718083432,0.006706217064320536,0.0,-0.5049597666943689,0.02138155932763542,0.0,-0.0031843672095550573,0.0008605367977277257,0.0
3.099,-0.047124957256626854,0.006704794649336903,0.0,-0.5047211492891701,0.021376817149146674,0.0,-0.003184366173379315,0.0008605367007141019,0.0
3.119,-0.04707226885677028,0.006712413189176692,0.0,-0.5046797088521585,0.02135934386679393,0.0,-0.0031843652061473832,0.0008605366062546974,0.0
3.1390000000000002,-0.04719280734949079,0.0067134714656203204,0.0,-0.5047856688927469,0.021361796669726527,0.0,-0.003184364305732715,0.0008605365143691315,0.0
3.1590000000000003,-0.047375563464247795,0.0067148726446419164,0.0,-0.5049430115377952,0.021371771805354187,0.0,-0.003184363469989221,0.0008605364250727118,0.0
3.1790000000000003,-0.04750695582584198,0.006715782365611377,0.0,-0.5050579724793274,0.02137419010242455,0.0,-0.0031843626967579517,0.0008605363383767089,0.0
3.1990000000000003,-0.04753238159494975,0.00671569838390787,0.0,-0.5050804544953865,0.021375359751864033,0.0,-0.0031843619838735934,0.0008605362542884534,0.0
3.22,-0.04746595698588796,0.006715206994245427,0.0,-0.5050221153897013,0.02137452259165299,0.0,-0.0031843612979234976,0.0008605361688062789,0.0
3.24,-0.04737532407672806,0.006714991188158029,0.0,-0.5049426517428254,0.02137243053546278,0.0,-0.0031843607019844114,0.0008605360900712736,0.0
3.2600000000000002,-0.04731463428070134,0.00671513573410439,0.0,-0.504889130022073,0.021370510459982506,0.0,-0.003184360159806832,0.0008605360139439861,0.0
3.2800000000000002,-0.04730762895874464,0.006715262511712663,0.0,-0.5048861478296303,0.02136373580216809,0.0,-0.0031843596692549595,0.0008605359404176452,0.0
3.3000000000000003,-0.047333549774968765,0.006708092540348289,0.0,-0.5049045139643321,0.02138109886257734,0.0,-0.003184359228211904,0.0008605358694823012,0.0
3.3200000000000003,-0.04738462423111932,0.006715518985118025,0.0,-0.5049511614536453,0.021373673164726128,0.0,-0.003184358834583722,0.0008605358011251141,0.0
3.341,-0.047414525948787464,0.006715876881190959,0.0,-0.5049773844719538,0.021374221231081538,0.0,-0.003184358470042389,0.0008605357321076346,0.0
3.361,-0.04741631352058808,0.00671612379386174,0.0,-0.5049788364026053,0.02137405436377902,0.0,-0.0031843581671831766,0.0008605356689837969,0.0
3.3810000000000002,-0.04739873720628338,0.006716312192838615,0.0,-0.5049633903935198,0.021373431419741445,0.0,-0.003184357905528273,0.0008605356083821727,0.0
3.4010000000000002,-0.047376832622777,0.006716560490133259,0.0,-0.5049441807285231,0.02137261030167013,0.0,-0.0031843576831090746,0.0008605355502794488,0.0
3.4210000000000003,-0.04736363459781834,0.006717016297597416,0.0,-0.5049322013591249,0.021371556093278402,0.0,-0.003184357497994555,0.000860535494650044,0.0
3.4410000000000003,-0.047364282254594124,0.006717143772357519,0.0,-0.5049359629290234,0.021364800453413896,0.0,-0.003184357348293293,0.0008605354414662549,0.0
3.462,-0.047373816523879064,0.006717405448143171,0.0,-0.5049443565035275,0.021364983181003883,0.0,-0.0031843572271968556,0.000860535388222873,0.0
3.482,-0.04737692002137098,0.006710001509126481,0.0,-0.5049425242758655,0.021382159435640667,0.0,-0.0031843571443563898,0.0008605353399577703,0.0
3.5020000000000002,-0.04738949575754758,0.006717242816593829,0.0,-0.5049554290652012,0.02137387847956548,0.0,-0.003184357091422795,0.0008605352940420754,0.0
3.5220000000000002,-0.047389181460231446,0.006717500864163703,0.0,-0.5049551400361753,0.02137368700132168,0.0,-0.003184357066681405,0.0008605352504407871,0.0
3.5420000000000003,-0.04738456843757679,0.006717778528825819,0.0,-0.5049510727162007,0.02137331293199754,0.0,-0.003184357068464137,0.0008605352091173825,0.0
3.5620000000000003,-0.04737938895229171,0.0067181361866028326,0.0,-0.5049464511751506,0.02137279141025286,0.0,-0.003184357095150288,0.0008605351700339897,0.0
3.5820000000000003,-0.0473765883282393,0.006718648645929336,0.0,-0.5049436166000429,0.021371902711301308,0.0,-0.0031843571451671076,0.0008605351331513881,0.0
3.603,-0.04737698728129679,0.006718856880131754,0.0,-0.5049439808375873,0.021371925952598684,0.0,-0.003184357221127208,0.000860535096749069,0.0
3.623,-0.04738044835807833,0.006718971150962659,0.0,-0.504950320027987,0.02136510034338096,0.0,-0.0031843573142599285,0.0008605350642506714,0.0
3.6430000000000002,-0.04737538482576096,0.006711473356158054,0.0,-0.5049410992431248,0.021382376005500435,0.0,-0.0031843574262267554,0.0008605350338266219,0.0
3.6630000000000003,-0.04738318442976268,0.006718740296577867,0.0,-0.5049499576582138,0.02137389044136488,0.0,-0.0031843575556524655,0.0008605350054334989,0.0
3.6830000000000003,-0.047382964659421566,0.006719002721521506,0.0,-0.5049497573186128,0.021373704556676833,0.0,-0.0031843577012106764,0.000860534979027137,0.0
3.7030000000000003,-0.04738179966862977,0.006719310665245258,0.0,-0.5049487204125568,0.021373390543219756,0.0,-0.0031843578616236844,0.0008605349545625896,0.0
