time,reference_height,computed_height,simulator_height
0.05,0.8704344628619541,0.954929285969492,1.0314400641021397
0.07,0.8704344628619541,0.9445277490297089,1.020970534399984
0.091,0.8704344628619541,0.9446767229392014,1.0214647910853092
0.111,0.8704344628619541,0.9445220851149085,1.0213486647056056
0.131,0.8704344628619541,0.9442312477631828,1.0209155332301378
0.152,0.8704344628619541,0.943815921036557,1.0202153207810558
0.17200000000000001,0.8704344628619541,0.9433186310424202,1.0193683106276377
0.193,0.8704344628619541,0.9427321214248592,1.0183895711245923
0.214,0.8704344628619541,0.9420135400597905,1.0172946169097485
0.234,0.8704344628619541,0.941200945695914,1.0161562810608666
0.255,0.8704344628619541,0.940265984641251,1.0149264150602277
0.275,0.8704344628619541,0.9392851553977457,1.0137033423948945
0.296,0.8704344628619541,0.9381721757411284,1.0123664321146226
0.316,0.8704344628619541,0.9370430747464461,1.0110427513380695
0.336,0.8704344628619541,0.9358617178145276,1.0096755650910494
0.357,0.8704344628619541,0.9345578160299893,1.0081786363529133
0.377,0.8704344628619541,0.9332752111111244,1.0067068252075857
0.397,0.8704344628619541,0.9319585303585034,1.0051899284940096
0.418,0.8704344628619541,0.9305390379790918,1.0035450546180065
0.438,0.8704344628619541,0.9291648176478097,1.0019403607725506
0.458,0.8704344628619541,0.9277651805935527,1.000298178127401
0.47800000000000004,0.8704344628619541,0.9263643707552607,0.9986413280992099
0.499,0.8704344628619541,0.9248840045514004,0.996884784053004
0.519,0.8704344628619541,0.9234777439169106,0.995209827221589
0.539,0.8704344628619541,0.9220721450372795,0.993536582997246
0.559,0.8704344628619541,0.9206710978344897,0.9918715387279986
0.58,0.8704344628619541,0.9192063053173313,0.9901369865491959
0.6,0.8704344628619541,0.9178262476557151,0.9885051719432527
0.62,0.8704344628619541,0.9164618796826003,0.986894266042653
0.64,0.8704344628619541,0.9151104724323608,0.9853057661730396
0.66,0.8704344628619541,0.9137733517402234,0.9837399007039519
0.68,0.8704344628619541,0.9124562503494289,0.9822001719590853
0.7000000000000001,0.8704344628619541,0.9111574503904857,0.9806850410215872
0.721,0.8704344628619541,0.9098154438822298,0.9791233014137377
0.741,0.8704344628619541,0.9085618511092282,0.9776650221636575
0.761,0.8704344628619541,0.9073354174151993,0.9762370791952389
0.781,0.8704344628619541,0.9061307610515803,0.9748374199086034
0.801,0.8704344628619541,0.9049558121578746,0.9734714368104371
0.8210000000000001,0.8704344628619541,0.9038088805869634,0.972143710709163
0.842,0.8704344628619541,0.9026363427134299,0.9707917013434605
0.862,0.8704344628619541,0.9015495667460174,0.9695372853375288
0.882,0.8704344628619541,0.9004924304390673,0.9683141916022415
0.902,0.8704344628619541,0.8994635406819923,0.9671236451504807
0.922,0.8704344628619541,0.8984646304517618,0.9659671139810507
0.9420000000000001,0.8704344628619541,0.8974959703294408,0.9648454583681904
0.963,0.8704344628619541,0.896510420538631,0.9637059352043779
0.983,0.8704344628619541,0.8956024703219838,0.962657458845525
1.0030000000000001,0.8948101791705526,0.8947249936194485,0.9616446194889979
1.0230000000000001,0.8948101791705526,0.8940367412182414,0.960681959690004
1.044,0.8948101791705526,0.8932500980918856,0.9596674313058261
1.064,0.8948101791705526,0.8926588496459519,0.9588313829765068
1.084,0.8948101791705526,0.8921899208799092,0.958101615680403
1.104,0.8948101791705526,0.8918098070626801,0.9574906075231965
1.124,0.8948101791705526,0.8914972720814699,0.9569982700352307
1.1440000000000001,0.8948101791705526,0.8912474731923757,0.9566175776082894
1.165,0.8948101791705526,0.8910555767556554,0.9563280508465964
1.185,0.8948101791705526,0.8909220015003428,0.9561458922644204
1.205,0.8948101791705526,0.8908266844871513,0.9560364534837759
1.225,0.8948101791705526,0.8907624141845802,0.9559854004638254
1.245,0.8948101791705526,0.8907220899289179,0.9559796470659844
1.2650000000000001,0.8948101791705526,0.8907037410693784,0.9560123774457269
1.286,0.8948101791705526,0.8906993889247031,0.9560752797482609
1.306,0.8948101791705526,0.8907064090014555,0.9561501993818514
1.326,0.8948101791705526,0.8907300608981699,0.9562294585265463
1.346,0.8948101791705526,0.8907658783565631,0.9563115251965233
1.366,0.8948101791705526,0.8908146925776252,0.9563971720945436
